Item Name,Item Hex
Tweed skirt (blue),00002d93
Pleather pants (black),00000ced
Pleather pants (brown),00002c1a
Pleather pants (beige),00002c1b
Pleather pants (red),00002c1c
Pleather pants (blue),00002c1d
Pleather pants (yellow),00002c1e
Slacks (black),00000cee
Slacks (gray),00002c0d
Slacks (blue),00002c0e
Slacks (red),00002c0f
Slacks (navy blue),00002c10
Slacks (beige),00002c11
Slacks (white),00002c12
Athletic pants (red),00000cef
Athletic pants (green),00002c1f
Athletic pants (black),00002c20
Athletic pants (blue),00002c21
Athletic pants (berry red),00002c22
Athletic pants (navy blue),00002c23
Striped pants (blue),00000cf0
Striped pants (orange),00002413
Striped pants (green),00002414
Striped pants (red),00002415
Striped pants (black),00002416
Worn-out jeans (light blue),00000cf1
Worn-out jeans (blue),00002ca3
Worn-out jeans (white),00002ca4
Worn-out jeans (black),00002ca5
Track pants (navy blue),00000d07
Track pants (gray),00002c14
Track pants (white),00002c15
Track pants (red),00002c16
Track pants (light blue),00002c17
Track pants (green),00002c18
Track pants (blue),00002c19
Kilt (red),00000d09
Kilt (black),00002417
Kilt (navy blue),00002418
Kilt (green),00002419
Sailor skirt (navy blue),00000d0d
Sailor skirt (orange),00002d73
Sailor skirt (light blue),00002d74
Sailor skirt (green),00002d75
Sailor skirt (brown),00002d76
Sailor skirt (purple),00002d77
Sailor skirt (red),00002d78
Sailor skirt (pink),00002d79
Camo pants (brown),00000d0e
Camo pants (avocado),000027c9
Camo pants (pink),000027ca
Camo pants (blue),000027cb
Camo pants (gray),000027cc
Camo pants (purple),000027cd
Camo pants (red),000027ce
Cargo pants (avocado),00000d17
Cargo pants (beige),000025e7
Cargo pants (navy blue),000025e8
Cargo pants (mustard),000025e9
Cargo pants (brown),000025ea
Cuffed pants (brown),00000d19
Cuffed pants (purple),0000242f
Cuffed pants (green),00002430
Cuffed pants (gray),00002431
Lace skirt (white),00000d38
Lace skirt (pink),000022c8
Lace skirt (green),000022c9
Lace skirt (beige),000022ca
Dress pants (green),00000d4d
Dress pants (navy blue),00002c8c
Dress pants (beige),00002c8d
Dress pants (berry red),00002c8e
Flashy slacks (white),00000d50
Flashy slacks (black),00002c5a
Flashy slacks (purple),00002c5b
Flashy slacks (berry red),00002c5c
Flashy slacks (aquamarine),00002c5d
Flashy slacks (yellow),00002c5e
Western pants,00000d87
Tweed pants (brown),00000e7c
Tweed pants (blue),00002c7a
Tweed pants (beige),00002c7b
Tweed pants (berry red),00002c7c
Tweed pants (green),00002c7d
Tweed pants (pink),00002c7e
Cargo shorts (beige),00001036
Cargo shorts (navy blue),00002283
Cargo shorts (avocado),00002284
Cargo shorts (camel),00002285
Cargo shorts (brown),00002286
Jogging shorts (pink),00001063
Jogging shorts (light blue),00002296
Jogging shorts (lime),00002297
Jogging shorts (red),00002298
Jogging shorts (blue),00002299
Jogging shorts (black),0000229a
Jogging shorts (purple),0000229b
Jogging shorts (orange),0000229c
Long pleated skirt (ruby red),0000107e
Long pleated skirt (white),000021ff
Long pleated skirt (yellow),00002200
Long pleated skirt (cyan),00002201
Long pleated skirt (gray),00002202
Tennis skirt (white),0000107f
Tennis skirt (navy blue),0000224e
Tennis skirt (light blue),0000224f
Tennis skirt (pink),00002250
Denim skirt (blue),00001096
Denim skirt (light blue),00002ca6
Denim skirt (navy blue),00002ca7
Denim skirt (black),00002ca8
Denim skirt (white),00002ca9
Worn-out cutoffs (light blue),0000109b
Worn-out cutoffs (blue),00002caa
Worn-out cutoffs (white),00002cab
Worn-out cutoffs (black),00002cac
Long polka skirt (black),0000109c
Long polka skirt (red),00002203
Long polka skirt (blue),00002204
Long polka skirt (green),00002205
Long polka skirt (orange),00002206
Long polka skirt (yellow),00002207
Long polka skirt (pink),00002208
Long polka skirt (light blue),00002209
Hickory-stripe pants (blue),0000109e
Hickory-stripe pants (light blue),00002541
Chain pants (red),0000109f
Chain pants (blue),0000241a
Chain pants (white),0000241b
Chain pants (black),0000241c
Down pants (blue),000010a0
Down pants (black),00002bff
Down pants (red),00002c00
Down pants (white),00002c01
Down pants (green),00002c02
Down pants (yellow),00002c03
Down pants (orange),00002c04
Down pants (lime),00002c05
Long chino skirt (beige),000010a1
Long chino skirt (brown),00002b85
Long chino skirt (navy blue),00002b86
Long chino skirt (avocado),00002b87
Long chino skirt (gray),00002b88
Down skirt (blue),000010aa
Down skirt (black),00002c40
Down skirt (red),00002c41
Down skirt (white),00002c42
Down skirt (green),00002c43
Down skirt (yellow),00002c44
Down skirt (orange),00002c45
Down skirt (lime),00002c46
Denim cutoffs (blue),000010b2
Denim cutoffs (light blue),00002cad
Denim cutoffs (navy blue),00002cae
Denim cutoffs (white),00002caf
Denim cutoffs (black),00002cb0
Sporty skirt (gray),000010bb
Sporty skirt (pink),0000241d
Sporty skirt (blue),0000241e
Sporty skirt (green),0000241f
Corduroy skirt (brown),000010c8
Corduroy skirt (camel),00002b89
Corduroy skirt (pink),00002b8a
Corduroy skirt (green),00002b8b
Corduroy skirt (light gray),00002b8c
Corduroy skirt (black),00002b8d
Gaucho pants (gray),000010cb
Gaucho pants (brown),00002432
Gaucho pants (avocado),00002433
Gaucho pants (pink),00002434
Gaucho pants (blue),00002435
Pleather skirt (black),000010cf
Pleather skirt (brown),00002c4b
Pleather skirt (beige),00002c4c
Pleather skirt (red),00002c4d
Pleather skirt (blue),00002c4e
Pleather skirt (yellow),00002c4f
Fringe skirt (camel),000010d3
Fringe skirt (black),000027cf
Fringe skirt (white),000027d0
Fringe skirt (blue),000027d1
Fringe skirt (yellow),000027d2
Fringe skirt (green),000027d3
Fringe skirt (berry red),000027d4
Denim painter's pants (navy blue),000010e6
Denim painter's pants (light blue),00002cb1
Denim painter's pants (blue),00002cb2
Denim painter's pants (black),00002cb3
Denim painter's pants (white),00002cb4
Silk floral-print pants (pink),000010e9
Silk floral-print pants (blue),00002c73
Silk floral-print pants (mustard),00002c74
Silk floral-print pants (gray),00002c75
Silk floral-print pants (purple),00002c76
Silk floral-print pants (green),00002c77
Silk floral-print pants (orange),00002c78
Silk pants (green),000010ea
Silk pants (red),00002c5f
Silk pants (blue),00002c60
Silk pants (yellow),00002c61
Silk pants (black),00002c62
Kung-fu pants (navy blue),000010eb
Kung-fu pants (white),00002c7f
Kung-fu pants (light blue),00002c80
Kung-fu pants (yellow),00002c81
Kung-fu pants (green),00002c82
Grass skirt,000010ed
Bell-bottoms (orange),0000110c
Bell-bottoms (brown),00002436
Bell-bottoms (beige),00002437
Bell-bottoms (green),00002438
Bell-bottoms (blue),00002439
Frilly pants (yellow),00001111
Frilly pants (mint),0000243a
Frilly pants (pink),0000243b
Frilly pants (blue),0000243c
Frilly pants (orange),0000243d
Yacht shorts (light blue),00001112
Yacht shorts (red),0000229d
Yacht shorts (pink),0000229e
Yacht shorts (purple),0000229f
Multicolor shorts (green),00001113
Multicolor shorts (red),00002381
Multicolor shorts (blue),00002382
Multicolor shorts (yellow),00002383
Formal shorts (white),00001114
Formal shorts (navy blue),00002384
Formal shorts (pink),00002385
Formal shorts (light blue),00002386
Formal shorts (yellow),00002387
Formal shorts (purple),00002388
Formal shorts (lime),00002389
Formal shorts (beige),0000238a
Leopard miniskirt (brown),00001115
Leopard miniskirt (gray),000027d5
Leopard miniskirt (blue),000027d6
Leopard miniskirt (lime),000027d7
Leopard miniskirt (purple),000027d8
Leopard miniskirt (pink),000027d9
Long plaid skirt (red),00001116
Long plaid skirt (green),0000220a
Long plaid skirt (blue),0000220b
Long plaid skirt (beige),0000220c
Noble pants (black),0000112e
Noble pants (ruby red),00002420
Noble pants (white),00002421
Noble pants (blue),00002422
Noble pants (green),00002423
Noble pants (purple),00002424
Noble pants (yellow),00002425
Noble pants (red),00002426
Pineapple aloha shorts (blue),00001135
Pineapple aloha shorts (red),00002c32
Pineapple aloha shorts (yellow),00002c33
Pineapple aloha shorts (green),00002c34
Pineapple aloha shorts (purple),00002c35
Pineapple aloha shorts (pink),00002c36
Pineapple aloha shorts (orange),00002c37
Cropped pants (black),00001138
Cropped pants (white),000025eb
Cropped pants (pink),000025ec
Cropped pants (light blue),000025ed
Cropped pants (beige),000025ee
Cropped pants (orange),000025ef
Cropped pants (blue),000025f0
Cropped pants (yellow),000025f1
Frilly skirt (pink),0000113a
Frilly skirt (blue),00002251
Frilly skirt (green),00002252
Frilly skirt (orange),00002253
Frilly skirt (purple),00002254
Frilly skirt (gray),00002255
Tweed frilly skirt (brown),0000114c
Tweed frilly skirt (gray),000022cc
Tweed frilly skirt (pink),000022cd
Tweed frilly skirt (blue),000022ce
Casual pants (navy blue),0000114e
Casual pants (gray),000025f2
Casual pants (green),000025f3
Casual pants (beige),000025f4
Casual pants (black),000025f5
Casual pants (brown),000025f6
Camo skirt (brown),00001152
Camo skirt (avocado),00002c3a
Camo skirt (pink),00002c3b
Camo skirt (blue),00002c3c
Camo skirt (gray),00002c3d
Camo skirt (purple),00002c3e
Camo skirt (red),00002c3f
Culottes (light blue),0000115c
Culottes (white),00001aba
Culottes (pink),000022a0
Culottes (green),000022a1
Ski pants (turquoise),00001162
Ski pants (red),00002c8f
Ski pants (ruby red),00002c90
Ski pants (blue),00002c91
Ski pants (light blue),00002c92
Ski pants (yellow),00002c93
Outdoor shorts (yellow),00001178
Outdoor shorts (black),00001af3
Outdoor shorts (purple),000023a1
Outdoor shorts (red),000023a2
Outdoor shorts (blue),000023a3
Outdoor shorts (green),000023a4
Outdoor shorts (brown),000023a5
Outdoor shorts (yellow-green),000023a6
Punk pants (red),00001185
Punk pants (blue),00002427
Punk pants (green),00002428
Punk pants (purple),00002429
Vibrant shorts (orange),00001187
Vibrant shorts (avocado),0000238b
Vibrant shorts (pink),0000238c
Vibrant shorts (blue),0000238d
Vibrant shorts (black),0000238e
Patched-knee pants (brown),0000118a
Patched-knee pants (purple),0000243e
Patched-knee pants (green),0000243f
Patched-knee pants (yellow),00002440
Tiered skirt (purple),00001196
Tiered skirt (mint),0000220d
Tiered skirt (avocado),0000220e
Tiered skirt (yellow),0000220f
Tiered skirt (blue),00002210
Career skirt (gray),00001198
Career skirt (beige),00002c53
Career skirt (peach),00002c54
Career skirt (light blue),00002c55
Career skirt (pink),00002c56
Career skirt (green),00002c57
Career skirt (blue),00002c58
Career skirt (red),00002c59
Draped skirt (red),00001199
Draped skirt (green),00002d88
Draped skirt (blue),00002d89
Draped skirt (gray),00002d8a
Draped skirt (orange),00002d8b
Draped skirt (pink),00002d8c
Draped skirt (purple),00002d8d
Draped skirt (light blue),00002d8e
Cycling shorts (blue & red),000011a2
Cycling shorts (black & blue),00002c24
Cycling shorts (black & red),00002c25
Cycling shorts (black & yellow),00002c26
Cycling shorts (red & green),00002c27
Cycling shorts (orange & red),00002c28
Cycling shorts (green & purple),00002c29
Cycling shorts (purple & pink),00002c2a
Surfing shorts (blue),000011a3
Surfing shorts (purple),0000238f
Surfing shorts (green),00002390
Surfing shorts (pink),00002391
Surfing shorts (gray),00002392
Lace shorts (white),000011a5
Lace shorts (black),000022cf
Lace shorts (green),000022d0
Lace shorts (pink),000022d1
Lace shorts (blue),000022d2
Athletic shorts (red),000011a6
Athletic shorts (green),00002e81
Athletic shorts (black),00002e82
Athletic shorts (blue),00002e83
Athletic shorts (berry red),00002e84
Athletic shorts (navy blue),00002e85
Muay-thai shorts (blue),000011aa
Muay-thai shorts (red),00002eab
Muay-thai shorts (green),00002eac
Muay-thai shorts (purple),00002ead
Dotted shorts (black),000011ab
Dotted shorts (gray),000022d3
Belted wraparound skirt (yellow),000011c1
Belted wraparound skirt (red),00002211
Belted wraparound skirt (green),00002212
Belted wraparound skirt (blue),00002213
Embroidered floral skirt (green),000011c3
Embroidered floral skirt (blue),00002220
Embroidered floral skirt (berry red),00002221
Embroidered-pattern skirt (blue),000011c4
Embroidered-pattern skirt (green),00002222
Embroidered-pattern skirt (red),00002223
Satin pants (green),000011f1
Satin pants (blue),000025f7
Satin pants (light purple),000025f8
Satin pants (pink),000025f9
Satin pants (dark red),000025fa
Satin pants (ruby red),000025fb
Satin pants (brown),000025fc
Corduroy pants (camel),000011fa
Corduroy pants (brown),000025fd
Corduroy pants (pink),000025fe
Corduroy pants (green),000025ff
Corduroy pants (light gray),00002600
Corduroy pants (black),00002601
Floral lace skirt (light blue),00001204
Floral lace skirt (pink),00002d81
Floral lace skirt (blue),00002d82
Floral lace skirt (ruby red),00002d83
Floral lace skirt (orange),00002d84
Floral lace skirt (green),00002d85
Floral lace skirt (purple),00002d86
Floral lace skirt (black),00002d87
Flare skirt (red),00001206
Flare skirt (black),00002256
Flare skirt (pink),00002257
Flare skirt (mint),00002258
Flare skirt (light blue),00002259
Wide chino pants (brown),000014a5
Wide chino pants (beige),00002b8e
Wide chino pants (navy blue),00002b8f
Wide chino pants (avocado),00002b90
Wide chino pants (gray),00002b91
Acid-washed jeans (blue),000014a6
Acid-washed jeans (black),00002c79
Dance warm-up pants (black),000014dd
Dance warm-up pants (white),00002c83
Dance warm-up pants (purple),00002c84
Dance warm-up pants (red),00002c85
Comic shorts,00001523
Traditional monpe pants (dark blue),00001524
Traditional monpe pants (blue),000023d1
Traditional monpe pants (golden yellow),000023d2
Traditional monpe pants (dark red),000023d3
Rain pants (yellow),00001525
Rain pants (green),00002c94
Rain pants (blue),00002c95
Rain pants (purple),00002c96
Rain pants (pink),00002c97
Rain pants (red),00002c98
Rain pants (beige),00002c99
Rain pants (black),00002c9a
Knit skirt (brown),00001526
Knit skirt (light blue),00002c50
Knit skirt (pink),00002c51
Knit skirt (mustard),00002c52
Faux-fur skirt (light blue),00001527
Faux-fur skirt (pink),0000225a
Faux-fur skirt (red),0000225b
Faux-fur skirt (purple),0000225c
Faux-fur skirt (yellow),0000225d
Frilly sweatpants (blue),00001528
Frilly sweatpants (pink),0000225e
Frilly sweatpants (mint),0000225f
Frilly sweatpants (orange),00002260
Frilly sweatpants (purple),00002261
Frilly sweatpants (gray),00002262
Long sweatskirt (navy blue),00001529
Long sweatskirt (gray),00002214
Long sweatskirt (green),00002215
Long sweatskirt (purple),00002216
Boa skirt (green),0000152a
Boa skirt (blue),00002393
Boa skirt (purple),00002394
Boa skirt (red),00002395
Boa skirt (yellow),00002396
Boa skirt (light blue),00002397
Boa skirt (beige),00002398
Boa skirt (brown),00002399
Boa shorts (purple),0000152b
Boa shorts (avocado),0000239a
Boa shorts (beige),0000239b
Boa shorts (blue),0000239c
Boa shorts (red),0000239d
Boa shorts (orange),0000239e
Boa shorts (peacock blue),0000239f
Boa shorts (black),000023a0
Pleather flare skirt (brown),0000152c
Pleather flare skirt (black),000027da
Pleather flare skirt (pink),000027db
Pleather flare skirt (blue),000027dc
Pleather flare skirt (green),000027dd
Pleather flare skirt (orange),000027de
Pleather flare skirt (light blue),000027df
Pleather flare skirt (white),000027e0
Buttoned lace skirt (yellow),0000152d
Buttoned lace skirt (white),00002217
Buttoned lace skirt (pink),00002218
Buttoned lace skirt (green),00002219
Buttoned lace skirt (purple),0000221a
Petal skirt (cool),0000152e
Petal skirt (rainbow),000022d4
Petal skirt (pastel),000022d5
Plover skirt (red),00001548
Plover skirt (black),00002c38
Plover skirt (green),00002c39
Upcycled skirt (beige),00001549
Upcycled skirt (pink),000022d6
Upcycled skirt (mint),000022d7
Embellished denim pants (blue),00001553
Embellished denim pants (light blue),00002543
Embellished denim pants (black),00002544
Traditional suteteko pants (red),00001554
Traditional suteteko pants (yellow-green),000023d4
Traditional suteteko pants (golden yellow),000023d5
Traditional suteteko pants (purple),000023d6
Traditional suteteko pants (aqua),000023d7
Traditional suteteko pants (blue),000023d8
Patchwork skirt (blue),000015a8
Patchwork skirt (red),00002224
Patchwork skirt (yellow),00002225
Patchwork skirt (green),00002226
Plaid shorts (light blue),00001620
Plaid shorts (brown),0000228a
Plaid shorts (light green),0000228b
Plaid shorts (red),0000228c
Colorful skirt (red),00001621
Colorful skirt (blue),00002227
Colorful skirt (pink),00002228
Colorful skirt (green),00002229
Colorful skirt (orange),0000222a
Torn pants (brown),00001645
Torn pants (black),00002441
Torn pants (gray),00002442
Three-quarter sweatpants (mint),00001646
Three-quarter sweatpants (pink),00002c65
Three-quarter sweatpants (light blue),00002c66
Three-quarter sweatpants (orange),00002c67
Three-quarter sweatpants (black),00002c68
Three-quarter sweatpants (yellow),00002c69
Three-quarter sweatpants (red),00002c6a
Three-quarter sweatpants (purple),00002c6b
Box-pleated skirt (light blue),00001647
Box-pleated skirt (beige),00002e0a
Box-pleated skirt (red),00002e0b
Box-pleated skirt (green),00002e0c
Faux-shearling skirt (beige),00001648
Faux-shearling skirt (pink),00002c47
Faux-shearling skirt (green),00002c48
Faux-shearling skirt (black),00002c49
Faux-shearling skirt (gray),00002c4a
Striped shorts (pink),00001649
Striped shorts (blue),0000228d
Striped shorts (red),0000228e
Striped shorts (yellow),0000228f
Knit pants (gray),0000164b
Knit pants (brown),0000242a
Knit pants (light blue),0000242b
Knit pants (red),0000242c
Long denim skirt (blue),0000164c
Long denim skirt (light blue),00002cb5
Long denim skirt (navy blue),00002cb6
Long denim skirt (black),00002cb7
Long denim skirt (white),00002cb8
Apron skirt (purple),0000164e
Apron skirt (blue),000022d9
Apron skirt (beige),000022da
Terry-cloth shorts (pink),0000164f
Terry-cloth shorts (blue),00002290
Terry-cloth shorts (purple),00002291
Terry-cloth shorts (green),00002292
Basketball shorts (purple),00001658
Basketball shorts (red),00002c2b
Basketball shorts (green),00002c2c
Basketball shorts (orange),00002c2d
Basketball shorts (blue),00002c2e
Basketball shorts (yellow),00002c2f
Basketball shorts (light blue),00002c30
Basketball shorts (black),00002c31
Workout pants (lime),00001659
Workout pants (pink),00002c63
Workout pants (orange),00002c64
Bomber-style skirt (avocado),0000165a
Bomber-style skirt (black),00002d8f
Bomber-style skirt (blue),00002d90
Bomber-style skirt (brown),00002d91
Spangle shorts (red),0000165b
Spangle shorts (navy blue),000023d9
Spangle shorts (gold),000023da
Spangle shorts (silver),000023db
Spangle shorts (black),000023dc
Spangle shorts (pink),000023dd
Spangle shorts (green),000023de
Spangle shorts (purple),000023df
Striped bell-bottoms (yellow),0000165c
Striped bell-bottoms (red),00002293
Striped bell-bottoms (green),00002294
Striped bell-bottoms (orange),00002295
Comedian's pants (orange),00001668
Comedian's pants (blue),00002c6c
Comedian's pants (red),00002c6d
Comedian's pants (yellow),00002c6e
Comedian's pants (green),00002c6f
Comedian's pants (purple),00002c70
Comedian's pants (aquamarine),00002c71
Comedian's pants (white),00002c72
Pearl skirt,00001669
Pleather shorts (black),00001665
Pleather shorts (brown),000027e1
Pleather shorts (white),000027e2
Pleather shorts (red),000027e3
Gobelin shorts (beige),00001666
Gobelin shorts (black),000022db
Elephant-print pants (red),00001667
Elephant-print pants (blue),000023e0
Elephant-print pants (orange),000023e1
Elephant-print pants (green),000023e2
Elephant-print pants (purple),000023e3
Elephant-print pants (black),000023e4
Corte skirt (blue),00001695
Corte skirt (magenta),0000222b
Corte skirt (green),0000222c
Geometric-print pants (blue),000016a3
Geometric-print pants (red),000023e5
Geometric-print pants (brown),000023e6
Geometric-print pants (navy blue),000023e7
Geometric-print pants (orange),000023e8
Cut-pleather skirt (brown),000016b2
Cut-pleather skirt (pink),000027e4
Cut-pleather skirt (navy blue),000027e5
Cut-pleather skirt (white),000027e6
Pleather patch skirt (red),000016b3
Pleather patch skirt (green),000022dc
Pleather patch skirt (purple),000022dd
Pleather patch skirt (orange),000022de
Buttoned wraparound skirt (gray),000016b8
Buttoned wraparound skirt (blue),0000221b
Buttoned wraparound skirt (orange),0000221c
Buttoned wraparound skirt (pink),0000221d
Buttoned wraparound skirt (green),0000221e
Buttoned wraparound skirt (purple),0000221f
Tie-dye skirt (red),000016c2
Tie-dye skirt (blue),0000222d
Tie-dye skirt (green),0000222e
Tie-dye skirt (purple),0000222f
Tie-dye skirt (orange),00002230
Botanical shorts (black),000016de
Botanical shorts (white),000023e9
School pants (black),000016f1
School pants (berry red),00002c86
School pants (green),00002c87
School pants (white),00002c88
School pants (purple),00002c89
School pants (gray),00002c8a
School pants (blue),00002c8b
Lemon skirt (light blue),000016f2
Lemon skirt (white),00002231
Lemon skirt (black),00002232
Dreamy pants (pink),00001723
Dreamy pants (green),000023ea
Dreamy pants (yellow),000023eb
Dreamy pants (blue),000023ec
Floral skirt (light blue),00001725
Floral skirt (yellow),00002233
Floral skirt (pink),00002234
Long sailor skirt (navy blue),00001780
Long sailor skirt (orange),00002d7a
Long sailor skirt (light blue),00002d7b
Long sailor skirt (green),00002d7c
Long sailor skirt (brown),00002d7d
Long sailor skirt (purple),00002d7e
Long sailor skirt (red),00002d7f
Long sailor skirt (pink),00002d80
